id,buyerName,lenderName,address,city,saleDate,saleValue,loanAmount
205,SAIPH REAL ESTATE PARTNERS LLC,AMERICAN HERITAGE LENDING LLC,5 W WEST ST,BALTIMORE,2025-06-10,450000,337500
206,EACY HOMES LLC,ESCALLOP CAPITAL LLC,5515 HILLEN RD,BALTIMORE,2025-06-10,120000,214000
207,1348 SARGEANT LLC,5201 AVENUE N LLC,1348 SARGEANT ST,BALTIMORE,2025-06-10,100000,125000
208,OH ESTATES LLC,PIMLICO GROUP LLC,653 CHARRAWAY RD,BALTIMORE,2025-06-10,115000,148000
209,KMP INVESTMENTS LLC,KILLARNEY HOLDINGS LLC,2904 HOLLINS FERRY RD,BALTIMORE,2025-06-10,245000,260000
210,EK HOMES LLC,MORTGAGE WAREHOUSE LLC,3709 PARKSIDE DR,BALTIMORE,2025-06-10,160000,258000
211,VIP HOME BUYING LLC,AZ PRIVATE MORTGAGE LLC,1112 OAK VIEW DR,CROWNSVILLE,2025-06-10,345000,420000
212,LEFT LANE PROPERTIES LLC,LAWRENCE FARMS LLC,12 ENGLEFIELD SQ,OWINGS MILLS,2025-06-10,190500,250000
213,PAUNIC GROUP LLC,HET AUTOS LLC,2725 KIRKLEIGH RD,DUNDALK,2025-06-10,160000,160000
214,ELEVEN NINETEEN LLC,BSC2 LLC,1569 GLEN KEITH BLVD,TOWSON,2025-06-10,190000,240000
215,360 PRIORITY HOMES LLC,BPL MORTGAGE LLC,613 MIDDLESEX RD,ESSEX,2025-06-10,1800,180000
216,TURNOUT HOLDINGS LLC,MSI INC,5914 MICHAEL RD,WALDORF,2025-06-10,365000,365000
217,AXEL G LIMITED LIABILITY COMPANY,SPRING GARDEN LNDG BALTIMORE L,10505 VERA DAVIS LN,WALDORF,2025-06-10,475000,327500
218,NATIONAL FREEDOM LLC,ZIMMERMAN STANLEY,1100 BERNADETTE DR,FOREST HILL,2025-06-10,345000,306000
219,GUARDIAN HOME BUYERS LLC,BELTWAY ASSETS LLC,632 CAMELOT DR,BEL AIR,2025-06-10,418000,448000
220,SYCAMORE HOUSING LLC,LIMA ONE CAPITAL LLC,14412 BARKWOOD DR,ROCKVILLE,2025-06-10,510000,547500
221,PAN XIAOMING,PING AN LI CONSTRUCTION INC,4116 54TH PL,BLADENSBURG,2025-06-10,330000,240000
222,KNQ HOME SERVICES LLC,RESTORATION CAPITAL LLC,1417 FARMINGDALE AVE,CAPITOL HEIGHTS,2025-06-10,250000,213000
223,J & S PROPERTY LLC,ROSE HILL PROPERTIES LLC,24735 VEGA CT,HOLLYWOOD,2025-06-10,240000,240000
224,J & S PROPERTY LLC,STONEBROOK PROPERTIES LLC,24725 VEGA CT,HOLLYWOOD,2025-06-10,240000,240000
225,FRONTLINE INVESTMENT PROPERTIES LLC,WARD MARC,417 N BRADFORD ST,BALTIMORE,2025-06-10,110000,150000
226,1233 SARGEANT LLC,5201 AVENUE N LLC,1233 SARGEANT ST,BALTIMORE,2025-06-10,110000,125000
227,300 INTERNATIONAL 1906 LLC,MWC CF SPV LLC,300 INTERNATIONAL DR UNIT 1906,BALTIMORE,2025-06-09,649900,650000
228,300 INTERNATIONAL 2106 LLC,MWC CF SPV LLC,300 INTERNATIONAL DR UNIT 2106,BALTIMORE,2025-06-09,659900,660000
229,300 INTERNATIONAL DR 2206 LLC,RFLF 4 LLC,300 INTERNATIONAL DR UNIT 2206,BALTIMORE,2025-06-09,669900,581000
230,300 INTERNATIONAL 2306 LLC,MWC CF SPV LLC,300 INTERNATIONAL DR UNIT 2306,BALTIMORE,2025-06-09,679900,680000
231,300 INTERNATIONAL 2506 LLC,KAINE INVESTMENTS LLC,300 INTERNATIONAL DR UNIT 2506,BALTIMORE,2025-06-09,699900,730000
232,2222 WESTFIELD LLC,WORTHINGTON ALTERNATIVE CAP LL,2222 WESTFIELD AVE,BALTIMORE,2025-06-09,282000,200000
233,BAWP LLC,MIDDLETOWN VALLEY BANK,2827 SUMANTOWN RD,MIDDLETOWN,2025-06-09,1700000,1360000
234,CGOP LLC,RFLF 4 LLC,8413 SHILLELAGH DR,SEVERN,2025-06-09,465000,499500
235,HIGH LEVEL HOMES LLC,PIMLICO GROUP LLC,3525 CABOT RD,RANDALLSTOWN,2025-06-09,290000,335000
236,AANDN LLC,COMMERCIAL LENDER LLC,8 CLASS CT,PARKVILLE,2025-06-09,275000,220000
237,SSK PROPERTY SOLUTIONS LLC,AMRES CORPORATION,1905 TOLSON AVE,DUNDALK,2025-06-09,250000,200000
238,REDGAIT MASTER LLC SERIES 4404,FIRST CITIZENS COMMUNITY BANK,2115 ROCKY POINT RD,ESSEX,2025-06-09,920000,2150000
239,REDGAIT MASTER LLC SERIES 4404,FIRST CITIZENS COMMUNITY BANK,2121 ROCKY POINT RD,ESSEX,2025-06-09,920000,2150000
240,CAPITAL PROGX LLC,ARCHWEST FUNDING LLC,6822 BUCKINGHAM LN,BUCKEYSTOWN,2025-06-09,250000,266000
241,HOUSE BUYERS OF AMERICA INC,COMMERCIAL LENDING LLC,5757 ELKRIDGE HEIGHTS RD,ELKRIDGE,2025-06-09,410000,470000
242,POCONAS AND SONS LIMITED LIABILITY COMPANY,GOLDBERG JAY,1630 NOVA AVE,CAPITOL HEIGHTS,2025-06-09,200000,220000
243,POCONAS AND SONS LIMITED LIABILITY COMPANY,GOLDBERG JAY,1528 HUNT AVE,HYATTSVILLE,2025-06-09,215000,240000
244,EPDH A LLC,PIMLICO GROUP LLC,2709 W MOSHER ST,BALTIMORE,2025-06-09,40000,130000
245,ODESSA PROPERTY MANAGEMENT LLC,KILLARNEY HOLDINGS LLC,821 NEWINGTON AVE,BALTIMORE,2025-06-09,175000,255000
246,ODESSA PROPERTY MANAGEMENT LLC,KILLARNEY HOLDINGS LLC,2400 CALLOW AVE,BALTIMORE,2025-06-09,175000,255000
247,ODESSA PROPERTY MANAGEMENT LLC,KILLARNEY HOLDINGS LLC,904 NEWINGTON AVE,BALTIMORE,2025-06-09,175000,255000
248,3317 ELMORA LLC,PIMLICO GROUP LLC,3317 ELMORA AVE,BALTIMORE,2025-06-09,89900,100000
249,JPW NEXUS REALTY LLC,CROSS COUNTRY LENDING LLC,653 BARTLETT AVE,BALTIMORE,2025-06-09,62000,139100
250,NEXT GENERATION LLC,TRIUS LNDG PARTNERS REIT 1 LLC,1113 ASHBURTON ST,BALTIMORE,2025-06-09,75500,121825
251,ODESSA PROPERTY MANAGEMENT LLC,KILLARNEY HOLDINGS LLC,722 NEWINGTON AVE,BALTIMORE,2025-06-09,175000,255000
252,PROPERTY MAVENS LLC,CAPITAL CONCEPTS NORTHWEST LLC,219 S FULTON AVE,BALTIMORE,2025-06-09,6500,124900
253,222 SOUTH GILMOR STREET LLC,PIMLICO GROUP LLC,222 S GILMOR ST,BALTIMORE,2025-06-09,88000,66000
254,BLUESTAR HOMES LLC,LIMA ONE CAPITAL LLC,11800 BEEKMAN PL,POTOMAC,2025-06-07,1160000,1179000
255,SMITH FAMILY LLC,DOMINION FIN'L SERVICES LLC,520 WOODLAWN RD,BALTIMORE,2025-06-06,600000,911000
256,BUILD IT BETTER LLC,BOARDWALK 2001 LLC,2903 E COLD SPRING LN,BALTIMORE,2025-06-06,135000,264100
257,CMB INVESTMENTS INC,ORRSTOWN BANK,4304 DANA ST,BALTIMORE,2025-06-06,135000,135000
258,YB HOME IMPROVEMENT LLC,SOCHACZEWSKI MORRIS,4233 NICHOLAS AVE,BALTIMORE,2025-06-06,120000,135000
259,CGOP LLC,OWENS MARK,23 MIDDLEVIEW CT,WINDSOR MILL,2025-06-06,182100,230000
260,DIGGITY LIMITED LIABILITY COMPANY,KILLARNEY HOLDINGS LLC,10 COTTAGE AVE,DUNDALK,2025-06-06,150000,198750
261,TALENT RENOVATIONS LLC,QUANTA FINANCE INC,803 STONELEIGH RD,BALTIMORE,2025-06-06,726000,637501
262,RUFE ENTERPRISES INC,TSAKALOS CHRISTOPHER,1706 RITA RD,DUNDALK,2025-06-06,140000,230000
263,PECOVIC PROPERTIES LLC,FRANCU MARIANA,719 S MARLYN AVE,ESSEX,2025-06-06,290000,400000
264,ALCON PROPERTIES LLC,C STORE LLC,11207 MAPLEWOOD DR,DUNKIRK,2025-06-06,355000,415000
265,RESIDENTIAL VALUE LLC,CAPITAL BANK NA,12192 OVERLOOK DR,MONROVIA,2025-06-06,355000,312000
266,EXEMPLARY INC,FORSYTH JOHN,102 GWEN DR UNIT G,FOREST HILL,2025-06-06,150000,180000
267,BLACKWATER PROPERTY HOLDINGS LLC,KIAVI FUNDING INC,109 HERON CT,HAVRE DE GRACE,2025-06-06,205000,203000
268,GM AND SONS PROPERTIES LLC,BELTWAY ASSETS LLC,22011 KELLEYS PARK RD,ROCK HALL,2025-06-06,300000,300000
269,KAHAK HOME MD LLC,UNITED WHOLESALE MORTGAGE LLC,5 SOUTHVIEW CT,SILVER SPRING,2025-06-06,622500,435750
270,SPGC LLC,WCP FUND I LLC,3830 DEVIL TREE CT # 13E,HYATTSVILLE,2025-06-06,222000,224800
271,FDLL LC LLC,GA WASHINGTON LLC,6532 BOCK RD,OXON HILL,2025-06-06,250000,200000
272,CAPITAL COMPANIES LLC,FIRST BANK MORTGAGE INC,154 JOYCETON TER,UPPER MARLBORO,2025-06-06,322000,362000
273,LION BADGER LLC,MWC CF SPV LLC,6407 96TH AVE,LANHAM,2025-06-06,295000,360000
274,LIGHTHOUSE ASSETS LLC,ROSEN FINANCIAL LLLP,9421 RHODE ISLAND AVE,COLLEGE PARK,2025-06-06,340000,340000
275,MPGREEN 10099 LLC,MD PRIVATE LENDER LLC,1213 NYE ST,CAPITOL HEIGHTS,2025-06-06,123500,250000
276,HOME WORKS INVESTMENTS LLC,HEBRON SAVINGS BANK,1011 HINMAN LN,SALISBURY,2025-06-06,275000,299250
277,1622N BOND ST LLC,VONTIVE INC,1622 N BOND ST,BALTIMORE,2025-06-06,245000,204000
278,RF ACQUISITIONS LLC,RESI FI LLC,1631 N PATTERSON PARK AVE,BALTIMORE,2025-06-06,65000,140000
279,RIGO SERVICES LIMITED LIABILITY COMPANY,PARSLEY CHRISTOPHER,1716 PRESSTMAN ST,BALTIMORE,2025-06-06,50000,65000
280,SHELBY COMPANY LLC,BOHICA VENTURES LLC,1115 WHITELOCK ST,BALTIMORE,2025-06-06,107000,135000
281,4901 FAIT AVE LLC,KIAVI FUNDING INC,4901 FAIT AVE,BALTIMORE,2025-06-05,155000,236100
282,CDE REAL ESTATE PROPERTIES LLC,MWC CF SPV LLC,4310 NORFOLK AVE,BALTIMORE,2025-06-05,189000,251000
283,1227 WICKLOW LLC,PIMLICO GROUP LLC,1227 WICKLOW RD,BALTIMORE,2025-06-05,132500,110000
284,REBIRTH DEVELOPMENT LLC,PIMLICO GROUP LLC,4822 PALMER AVE,BALTIMORE,2025-06-05,67500,139000
285,MD PROPERTY HOLDINGS LLC,PIMLICO GROUP LLC,3726 W GARRISON AVE,BALTIMORE,2025-06-05,70000,120000
286,ROSS ADAM LLC,PIMLICO GROUP LLC,7710 VILLAGE PARK DR,DUNDALK,2025-06-05,273000,250000
287,14816 OLD LEGISLATIVE RD SW LLC,HORIZON FARM CREDIT ACA,14816 OLD LEGISLATIVE RD SW,LONACONING,2025-06-05,1400000,1000000
288,EK HOMES LLC,MORTGAGE WAREHOUSE LLC,7031 GLEN SPRING RD,WINDSOR MILL,2025-06-05,228000,333000
289,HELIX HEALTHCARE INC,NAVY FEDERAL CREDIT UNION,4512 INGHAM RD,OWINGS MILLS,2025-06-05,360000,288000
290,RHS TILE GROUP LLC,FIRST COMMUNITY MORTGAGE INC,16 HUNTERSWORTH CT,OWINGS MILLS,2025-06-05,1650000,806500
291,MAC HOMES LLC,AK ASSET HOLDINGS INV TRUST,2806 BAY DR,SPARROWS POINT,2025-06-05,325000,440000
292,NAJ REALTY LLC,HOMEXPRESS MORTGAGE CORP,3817 N POINT RD,FALLSTON,2025-06-05,0,206500
293,HEAVENS PROPERTIES LLC,AMERICA TR FUND-MTG BANKERS L,536 RIGGS CT,FREDERICK,2025-06-05,234000,187200
294,3 REDMILE COURT LLC,BAY PRIVATE CAPITAL LLC,10313 COLLEGE SQ,COLUMBIA,2025-06-05,410000,414100
295,VENUS PROPERTIES LLC,FUNDING FLIPS LLC,2337 BARKLEY PL,DISTRICT HEIGHTS,2025-06-05,264000,213312
296,INFINITE DESIGN & REMODELING MD INC,INVESTORS ADVANTAGE LLC,8714 JEREMY CT,CLINTON,2025-06-05,315000,315000
297,CHESLEY HOMES LLC,JLG4 LLC,9432 CRYSTAL FALLS DR,HAGERSTOWN,2025-06-05,145000,332000
298,3511 ATLANTIC AVE OC LLC,CALVIN B TAYLOR BANKING CO/BER,3511 ATLANTIC AVE # 10,OCEAN CITY,2025-06-05,950000,760000
299,PLATINUM ELITE PROPERTIES LLC,WARD MARC,2743 THE ALAMEDA,BALTIMORE,2025-06-05,135000,160000
300,JAG PROPERTIES LLC,KIAVI FUNDING INC,727 N COLLINGTON AVE,BALTIMORE,2025-06-05,1600,192000
301,BLUE HORIZONS 2024 LLC,HOUSEMAX FUNDING LLC,1109 ELLICOTT DR,BALTIMORE,2025-06-05,510000,477750
302,DREAM HOMEZ LLC,LANDSHARK LLC,3417 SPRINGDALE AVE,BALTIMORE,2025-06-05,285000,353225
303,BUILD IT BETTER LLC,RESI FI DEBT FUND LLC,120 S CARLTON ST,BALTIMORE,2025-06-05,68500,110000
304,SCOTTS LEVEL LLC,PIMLICO GROUP LLC,5807 PIMLICO RD,BALTIMORE,2025-06-04,236250,178000
305,MARRIAGE4DUMMIES LLC,TRUSTED LENDING GROUP LLC,3712 BOWERS AVE,GWYNN OAK,2025-06-04,135000,174000
306,BARRIO ROOTS LLC,EQUITY LENDING LLC,2741 BOOKERT DR,BROOKLYN,2025-06-04,44000,104000
307,CBD RENTALS LLC,ESCALLOP CAPITAL LLC,4307 HAMILTON AVE,BALTIMORE,2025-06-04,140000,188000
308,CGOP LLC,RFLF 4 LLC,210 OAK LN NW,GLEN BURNIE,2025-06-04,235000,302900
309,FISHER VENTURES II LLC,CITIBANK NA,405 FIRST ST,ANNAPOLIS,2025-06-04,1725000,1552327
310,PITT VELITA J,CARDINAL FIN'L CO LP,3205 GREEN KNOLL RD,WINDSOR MILL,2025-06-04,0,303213
311,CGOP LLC,RFLF 4 LLC,10 CINDER RD,LUTHERVILLE TIMONIUM,2025-06-04,215000,278500
312,GREATER BALTIMORE HOMES LLC,C&L LLP,16 KING HENRY CIR # D16,ROSEDALE,2025-06-04,120000,130000
313,LILYLYN LLC,WCP FUND I LLC,12284 BANDERA LN,LUSBY,2025-06-04,301000,288900
314,702 SEAWALL ROAD LLC,HET AUTOS LLC,3301 GARRISON CIR,ABINGDON,2025-06-04,210000,285000
315,FALLSTON RENTALS LLC,INVESTORS FINANCIAL TRUST LLC,2505 DERBY DR,FALLSTON,2025-06-04,310000,380000
316,SYCAMORE HOUSING LLC,LIMA ONE CAPITAL LLC,1803 ARAGONA BLVD,FORT WASHINGTON,2025-06-04,465000,508500
317,RENT 2 HOME LLC,KARAGIANNIS ANGELO,4620 LACY AVE,SUITLAND,2025-06-04,200000,360000
318,ATLANTIC HOME INVESTMENTS LLC,WCP FUND I LLC,6200 L ST,CAPITOL HEIGHTS,2025-06-04,250000,299600
319,SANTOS CONTRACTOR INC,NOVA FINANCIAL & INV CORP,5500 BARKER PL,LANHAM,2025-06-04,230000,331700
320,REBIRTH DEVELOPMENT LLC,PIMLICO GROUP LLC,1654 CLIFTVIEW AVE,BALTIMORE,2025-06-04,35000,122000
321,FRED INVESTMENTS LLC,GUERRERO REALTY LLC,739 N FULTON AVE,BALTIMORE,2025-06-04,60500,200500
322,REDEEMED HOMES LLC,PRIME FUNDING GROUP LLC,884 WASHINGTON BLVD,BALTIMORE,2025-06-04,140000,140000
323,BELMONT HOLDINGS LLC,CHESAPEAKE BAY MORTGAGE CORP,1110 DUKELAND ST,BALTIMORE,2025-06-04,58500,172000
324,ENCORE DEVELOPMENT LLC,KILLARNEY HOLDINGS LLC,1534 N ROSEDALE ST,BALTIMORE,2025-06-04,62500,172500
325,ENVISION BUILDERS LLC,CL CAPITAL GROUP LLC,2502 MELIA CT,PARKVILLE,2025-06-03,252000,252000
326,MILLMITCH PROPERTIES LLC,COMMERCIAL LENDER LLC,3409 KENTUCKY AVE,BALTIMORE,2025-06-03,1400,168000
327,LEVERAGE RE PARTNERS LLC,LEVERAGE LENDING PARTNERS LLC,802 E JEFFREY ST,BROOKLYN,2025-06-03,80000,80000
328,MINAS PROPERTY LLC,CITADEL SERVICING CORPORATION,4402 FAIRHAVEN AVE,CURTIS BAY,2025-06-03,142250,106650
329,HEALTH SOLUTIONS OF MARYLAND LLC,EQUITY TRUST CO,5608 BENTON HEIGHTS AVE,BALTIMORE,2025-06-03,186700,125000
330,SULTAN LLC,RESICENTRAL LLC,2475 WENTWORTH DR,CROFTON,2025-06-03,395000,296250
331,JOSHUA NEVID LLC,WCP FUND I LLC,204 CARROLL RD,GLEN BURNIE,2025-06-03,229000,211650
332,WILSON INVESTMENT LLC,FIRST NATIONAL BANK OF AMERICA,1912 BARRY RD,DUNDALK,2025-06-03,248000,150000
333,OMEGA 1-RC LLC,TVC FUNDING III LLC,3387 RYON CT,WALDORF,2025-06-03,113000,113000
334,HOUSE BUYERS OF AMERICA INC,KIAVI FUNDING INC,1308L SCOTTSDALE DR # 225,BEL AIR,2025-06-03,150000,150000
335,JONYS REAL ESTATE LLC,HOMEXPRESS MORTGAGE CORP,8824 CROSS COUNTRY PL,GAITHERSBURG,2025-06-03,385000,288750
336,ERB PROPERTIES LLC,CORNERSTONE CAPITAL LLC,9906 EDWARD AVE,BETHESDA,2025-06-03,742000,980000
337,CURRY TEAM LLC,MIDATLANTIC IRA LLC,3929 DUVALL AVE,BALTIMORE,2025-06-03,112000,187000
338,MID ATLANTIC HOME GROUP INC,CHASE FREEMAN HOMES INC,5803 JONQUIL AVE,BALTIMORE,2025-06-02,76719,175000
339,HAWKEYE VENTURES LLC,KIAVI FUNDING INC,3209 E LOMBARD ST,BALTIMORE,2025-06-02,225000,251200
340,MARYLAND PROPERTY RENTALS & HOLDINGS LLC,AMJM LLC,8203 DURNESS CT,SEVERN,2025-06-02,140000,140000
341,AZAI INVESTMENT LLC,CLEAR SKY FINANCIAL LLC,2723 GLENDALE RD,PARKVILLE,2025-06-02,240000,216000
342,RESIDENTIAL VALUE LLC,CAPITAL BANK NA,2247 RIDGEMONT DR,FINKSBURG,2025-06-02,773000,635000
343,ARENA ACQUISITIONS LLC,PERRY JAY,7760 PORT TOBACCO RD,PORT TOBACCO,2025-06-02,125000,300000
344,SKYELINE PROPERTIES LLC,RFLF 4 LLC,979 PIRATES CT,EDGEWOOD,2025-06-02,184000,222300
345,ERB PROPERTIES LLC,CORNERSTONE CAPITAL LLC,5015 CUSHING DR,KENSINGTON,2025-06-02,755000,1000000
346,BENNY INVESTMENT GROUP LLC,W F CHESLEY COMPANIES LLC,4103 SHEPHERD ST,BRENTWOOD,2025-06-02,273000,288000
347,MAMZ LIMITED LIABILITY COMPANY,VONTIVE INC,8713 RHODE ISLAND AVE,COLLEGE PARK,2025-06-02,430000,385000
348,PERUN MD LLC,KIAVI FUNDING INC,1017 E PRESTON ST,BALTIMORE,2025-06-02,110000,229200
349,EASY HOME BUYERS LLC,CHESAPEAKE DEVELOPMENT LLC,3409 CROSSLAND AVE,BALTIMORE,2025-06-02,235000,325000
350,LEGACY ESTATE DEVELOPMENT ENTERPRISES INC,INSULA CAPITAL GROUP LLC,27 S MONASTERY AVE,BALTIMORE,2025-06-02,136000,163800
351,REVOLUTIONARY HOME BUYERS LLC,PLATINUM PROP HOLDING LLC,3410 EDGEWOOD RD,BALTIMORE,2025-06-02,187000,263000
352,BIG BLUE DOOR LLC,MWC CF SPV LLC,1830 MARSHALL RD,DUNDALK,2025-06-01,160000,200000
353,GMT CARTER ESTATES LLC,MIDATLANTIC IRA LLC,923 RAMSAY ST,BALTIMORE,2025-05-30,72000,92000
354,DECORATIVE WOOD DESIGN LLC,MWC CF SPV LLC,2808 W GARRISON AVE,BALTIMORE,2025-05-30,117000,92000
355,CLC SOLUTIONS INC,SILVER HILL FUNDING LLC,1322 KITMORE RD,BALTIMORE,2025-05-30,128000,192500
356,3312 ROYCE AVE LLC,LOAN FUNDER LLC,3312 ROYCE AVE,BALTIMORE,2025-05-30,185000,148000
357,HARBOR HORIZON HOLDINGS LLC,PIMLICO GROUP LLC,528 SHERIDAN AVE,BALTIMORE,2025-05-30,65000,89000
358,KSM HOLDING GROUP LLC,COMMERCIAL LENDER LLC,5019 QUEENSBERRY AVE,BALTIMORE,2025-05-30,78000,176660
359,BUILD LEGACY LLC,COMMERCIAL LENDER LLC,823 STOLL ST,BROOKLYN,2025-05-30,155000,124000
360,AK HOMES LLC,MORTGAGE WAREHOUSE LLC,4903 SINCLAIR LN,BALTIMORE,2025-05-30,106000,100000
361,CGOP LLC,OWENS MARK,8436 BEDFORD RD,PASADENA,2025-05-30,233000,300000
362,HIGH LEVEL HOMES LLC,DJ REAL ESTATE LLC,4704 DUNCANNON RD,PIKESVILLE,2025-05-30,275000,348000
363,ROLAND AVE PARTNERS LLC,PRIMIS BANK,10 GIBBONS BLVD,COCKEYSVILLE,2025-05-30,560000,420000
364,AMIE LLC,GRASSHOPPER INVESTMENT GROUP L,2404 HARWOOD RD,PARKVILLE,2025-05-30,210000,210000
365,IMPACT HOLDINGS 3 LLC,MD PRIVATE LENDER LLC,1335 MANTLE ST,PARKVILLE,2025-05-30,141219,187500
366,IMPACT HOLDINGS 3 LLC,MD PRIVATE LENDER LLC,1927 DENBURY DR,DUNDALK,2025-05-30,157250,195000
367,ELEVEN NINETEEN LLC,BSC2 LLC,8505 CASTLEMILL CIR,NOTTINGHAM,2025-05-30,220000,250000
368,F6 PROPERTIES LLC,BAY PRIVATE CAPITAL LLC,3402 HILLSIDE PL,CHESAPEAKE BEACH,2025-05-30,110000,144200
369,BEHB RENTALS LLC,PIPER LENDING LLC,912 S BRIDGE ST,ELKTON,2025-05-30,110000,160000
370,LYNNWOOD INVESTMENTS LLC,LINKBANK,10345 CARMEL DR,NEWBURG,2025-05-30,299900,239900
371,11616 KIPLING DR LLC,APOGEE CAPITAL LLC,11616 KIPLING DR,WALDORF,2025-05-30,265000,355000
372,WIZARDS ESCAPE LLC,ALEXANDER G WISH TRUST,2772A WASHINGTON ST,ADAMSTOWN,2025-05-30,690000,506200
373,LUCYII LLC,WOODSBORO BANK,39 E 5TH ST,FREDERICK,2025-05-30,625000,500000
374,MORPHIX HOMES INC,HG CONSULTING LLC,3635 TOREY LN,ABINGDON,2025-05-30,194000,234000
375,HIGH RIDGE LLC,GILL CHRISTINA,10117 HIGH RIDGE RD,LAUREL,2025-05-30,500000,261100
376,CJJS PROPERTY HOLDINGS LLC,ATLANTIC COAST MORTGAGE LLC,13617 ESWORTHY RD,GERMANTOWN,2025-05-30,1220000,915000
377,YEREONE ESTATES LLC,PIMLICO GROUP LLC,17305 FLAGSTONE DR,GERMANTOWN,2025-05-30,390000,315000
378,POTOMAC HERITAGE HOMES INC,CHURCH STREET CAPITAL LLC,4606 DAVIDSON DR,CHEVY CHASE,2025-05-30,1575000,521040
379,S & O EAGLE PROPERTY INVESTMENTS LLC,KILLARNEY HOLDINGS LLC,10 MELMARK CT,GAITHERSBURG,2025-05-30,500000,470000
380,WONDER CITY LLC,DOMINION FIN'L SERVICES LLC,6908 DECATUR PL,HYATTSVILLE,2025-05-30,320000,320000
381,WONDER CITY LLC,DOMINION FIN'L SERVICES LLC,4201 SKYLINE DR,SUITLAND,2025-05-30,275000,275000
382,TALENT RENOVATIONS LLC,QUANTA FINANCE INC,5428 TAUSSIG RD,BLADENSBURG,2025-05-30,238000,285000
383,TRUST CONSTRUCTION SERVICES LLC,AZHDAM FAMILY TRUST,10804 LIVINGSTON RD,FORT WASHINGTON,2025-05-30,325000,320000
384,BY THE RIVER PROPERTY LLC,OCMBC INC,10917 MARINER DR,FORT WASHINGTON,2025-05-30,0,1260000
385,BEYOND YOUR REACH CONSULTING SERVICES LLC,PLATINUM PROP HOLDING LLC,1606 DEEP GORGE CT,OXON HILL,2025-05-30,248750,300000
386,WONDER CITY LLC,DOMINION FIN'L SERVICES LLC,6614 HIGHGATE DR,FORT WASHINGTON,2025-05-30,363000,363000
387,MARYLAND DREAM HOMES LLC,KIAVI FUNDING INC,3704 HAMILTON ST,HYATTSVILLE,2025-05-30,370000,449900
388,LINDEN PROPERTIES LLC,JUMP INTO THE DARK LLC,11003 ROESSNER AVE,HAGERSTOWN,2025-05-30,132500,175000
389,MONTONI PROPERTIES LLC,FORTY TWO HOLDINGS LLC,607 S WOLFE ST,BALTIMORE,2025-05-30,240000,240000
390,SHELBY COMPANY LLC,PIMLICO REFINANCE LLC,2716 ASHLAND AVE,BALTIMORE,2025-05-30,176250,176250
391,RENTAL SHOP DEVELOPMENT LLC,CHURCHILL FUNDING I LLC,11 S ARLINGTON AVE,BALTIMORE,2025-05-30,162500,143950
392,ARZC TO GROW LLC,TRIUS LNDG PARTNERS REIT 1 LLC,1223 HOLLINS ST,BALTIMORE,2025-05-30,90000,157000
393,CAPITAL ROSS LLC,GEMMA ENTERPRISES LLC,832 WILDWOOD PKWY,BALTIMORE,2025-05-30,100000,180000
394,BUILD IT BETTER LLC,BELTWAY ASSETS LLC,1827 MCHENRY ST,BALTIMORE,2025-05-30,70250,140000
395,LIUBC LLC,LENNAR MORTGAGE LLC,1924 RITTER DR,WINDSOR MILL,2025-05-29,459990,298994
396,MMASSY FAMILY GROUP LLC,KIAVI FUNDING INC,4629 PENNINGTON AVE,CURTIS BAY,2025-05-29,200000,150000
397,MD HOMES 3 LLC,MARKOWITZ MOSHE,4241 SEIDEL AVE,BALTIMORE,2025-05-29,116500,152500
398,REFINED SPACES LLC,BLUEBIRD LENDING LLC,112 ELMHURST RD,BALTIMORE,2025-05-29,650000,851500
399,WONDER CITY LLC,DOMINION FIN'L SERVICES LLC,108 SAINT JAMES DR,GLEN BURNIE,2025-05-29,271000,271000
400,JASMARK INVESTMENTS LLC,AMJM LLC,10408 GREENTOP RD,COCKEYSVILLE,2025-05-29,260000,380000
401,ARGUETA CONSTRUCTION LLC,PIMLICO GROUP LLC,100 PATAPSCO AVE,DUNDALK,2025-05-29,126500,120000
402,BROTHERS RENTALS LLC,AMERICA TR FUND-MTG BANKERS L,1759 STOKESLEY RD,DUNDALK,2025-05-29,200000,150000
403,DREAM MAKERS PROPERTY SOLUTIONS LLC,KIAVI FUNDING INC,102 ADCLARE RD,ROCKVILLE,2025-05-29,467000,542525
404,BURCH INVESTMENTS LLC,ONCE HOLDINGS LLC,17724 GARRETT DR,GAITHERSBURG,2025-05-29,600000,600000
405,5525 HOLDINGS LLC,JPMORGAN CHASE BANK NA,5525 OAKMONT AVE,BETHESDA,2025-05-29,1375000,1100000
406,5400 TRENT STREET LLC,SADOFF DAVID,5400 TRENT ST,CHEVY CHASE,2025-05-29,1200000,1090000
407,DALUMA INVESTMENTS LLC,KCS LENDING LLC,4901 MAURY PL,OXON HILL,2025-05-29,235000,255000
408,GAR REAL ESTATE INVESTMENT GROUP LLC,CHANTELOUP DANIEL,1540 POTOMAC HEIGHTS DR # 208,FORT WASHINGTON,2025-05-29,245000,345000
409,FUTURE MD INVESTMENT LLC,KIAVI FUNDING INC,2208 APACHE ST,HYATTSVILLE,2025-05-29,345000,298300
410,URBAN HOLDING LLC,SHANTHARAJ SANDEEP,3450 TOLEDO TER APT 313,HYATTSVILLE,2025-05-29,115000,125000
